transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
e6a038ed-ef78-472e-9449-3c712c70c434,44698324-8e94-4162-ac84-80d217d1c4dc,2022-11-18 15:56:33,4259.28,USD,purchase,mobile,Walmart,Grocery,United States,Chicago,False
36d32923-3e9e-4386-a16e-7889c80ea123,aab1ac81-3195-497e-b444-772ce46723b3,2023-07-28 01:52:09,3944.14,JPY,transfer,online,Best Buy,Grocery,Japan,Sapporo,False
c06f100b-0b3b-47ae-910f-88edfb1bc5dd,7fd9cbae-27e3-4a97-b480-fe3beb1cb558,2023-05-14 17:29:42,9915.8,USD,withdrawal,in-branch,Walmart,Retail,United States,Chicago,False
e1f6f967-4855-4611-b641-2b5103882f19,ba99287b-ee98-4eed-a98a-e6141b973145,2022-12-02 23:53:08,7432.45,USD,purchase,online,Best Buy,Miscellaneous,United States,Phoenix,False
19fe7212-5dd6-4c66-b4f7-c60f39593ab1,7338b9c7-0791-434e-b07a-35104b2093cf,2023-11-19 15:52:15,7771.58,EUR,transfer,mobile,Walmart,Clothing,Germany,Hamburg,False
3c0995b9-70ba-4ffc-952b-16dbd768fc6a,790e6b47-798f-4fa0-a4ac-c42fbe8f2930,2022-09-08 12:55:36,8075.26,GBP,deposit,online,Best Buy,Clothing,United Kingdom,London,False
8d6edbcf-eb1e-44bb-b8e2-89ecec0645e2,54b513e6-bafd-4cec-b38d-53d7640cd363,2023-06-07 15:35:17,3440.77,USD,deposit,online,Walmart,Retail,United States,Los Angeles,False
6e26502c-bbf9-4caa-b33a-b50c935f66b2,ee06ffe3-6fff-490b-b2fd-a3f7374f8a0f,2022-09-22 14:27:27,303.18,JPY,withdrawal,ATM,Amazon,Grocery,Japan,Sapporo,False
7949492c-6eee-43d8-9e76-41b800dddcf5,3970c94f-8742-4b76-a1ff-b106c02f0507,2023-08-13 16:41:02,4771.2,INR,withdrawal,in-branch,Best Buy,Miscellaneous,India,Hyderabad,False
aca603a3-497c-4543-acfd-b9f4b7d8a8b3,15ea1cca-50f0-409f-8daf-5cdd4303caf5,2023-09-06 02:52:28,3614.44,EUR,withdrawal,online,Walmart,Grocery,Germany,Frankfurt,False
5643b390-3bed-47be-b691-356458844440,bf63081b-d66d-4d95-a038-cfad00105365,2022-12-23 19:20:22,3735.88,JPY,transfer,online,Best Buy,Grocery,Japan,Osaka,False
134f6d0f-5031-457c-a911-d72d3360a1e1,640386f9-645c-4acd-96f9-3d5351359c9f,2024-03-17 03:42:09,4540.61,JPY,purchase,ATM,Best Buy,Retail,Japan,Nagoya,False
e147e51c-d21b-4117-9dbd-cab6a2a4593b,1580079a-d208-45c9-a806-c0a56cf22f45,2024-02-24 13:34:36,2166.67,JPY,deposit,ATM,Walmart,Retail,Japan,Nagoya,False
0f74ed5e-c6b1-4770-9029-f70ea1bd3bc3,c7f81e9f-1e8e-4901-b7e3-57c3b2adb23b,2023-10-03 14:53:18,5833.75,INR,purchase,online,Walmart,Retail,India,Mumbai,False
ce6bbe99-af33-4e64-a908-bd8951c241b4,0f79a8cc-e2c7-4007-83d8-69007f349349,2024-07-16 19:03:32,8143.97,JPY,purchase,mobile,Amazon,Grocery,Japan,Fukuoka,False
8cb948f3-1234-421f-8e75-f643ca86b03c,bc42838a-6a29-4648-b8d1-e7b7d1d1367d,2023-05-11 04:49:45,8821.6,USD,deposit,in-branch,Target,Miscellaneous,United States,Phoenix,False
fc421cea-7a23-46b4-a8ff-3d51ed3aa5d2,f7c320fc-becf-4dbd-80e6-2aa324cab991,2023-04-12 11:16:39,4822.08,JPY,deposit,mobile,Costco,Miscellaneous,Japan,Sapporo,False
71bc70f7-1517-4a50-9eea-32c2a5cd1511,f17e0d1b-6209-4eb9-a2c6-f8250f04bf60,2022-12-13 04:15:39,6687.45,JPY,purchase,mobile,Best Buy,Electronics,Japan,Sapporo,False
7dd663dc-3d60-4765-ae4a-ae25cb1b0643,4ebf7a6d-042d-4f98-85d6-d0c15ba8f196,2023-09-04 15:38:09,798.38,USD,purchase,mobile,Costco,Miscellaneous,United States,Houston,False
5b01678e-fb95-4f08-8b08-0ff484a46a14,93cfe8b7-6359-4d17-9dd4-9a245649fe27,2023-07-26 07:27:20,2011.36,INR,withdrawal,ATM,Walmart,Clothing,India,Delhi,False
35cb3579-c569-40ad-9ee6-6c8a7724d3f8,0c9b6f70-4b4c-4308-86fd-2707620967e0,2022-11-16 21:30:38,2427.28,INR,transfer,mobile,Amazon,Retail,India,Bangalore,False
ae38cdbd-f31d-4b91-8705-d456cd4e5b3c,6d71db08-478a-4e5b-8fe0-acbb5a31620f,2022-10-02 14:10:33,1969.29,EUR,transfer,online,Walmart,Grocery,Germany,Frankfurt,False
e22d0a84-20ba-47ea-be1a-3b9fb6e1524d,aab1ac81-3195-497e-b444-772ce46723b3,2023-07-29 04:23:37,2906.44,JPY,purchase,ATM,Amazon,Miscellaneous,Japan,Sapporo,False
4ea5ce6d-0aca-4ff0-af3c-5de5d6d11a01,d5e18699-cc1d-4666-a81c-9bf2aad8d423,2022-09-28 15:42:31,5096.5,EUR,withdrawal,in-branch,Best Buy,Clothing,Germany,Hamburg,False
f8ba0172-15ac-475b-859c-442d6633a53a,804ca463-0906-490d-acb2-89dd924bba4d,2024-05-31 19:14:10,3262.88,JPY,deposit,ATM,Costco,Miscellaneous,Japan,Nagoya,True
ba9f81b9-699f-4de1-9750-d3e585081707,6d771dc7-a074-415a-8f9a-dc6af3029c5b,2024-07-27 08:25:51,3503.45,EUR,withdrawal,online,Target,Miscellaneous,Germany,Cologne,False
57eda8cf-68b8-49e2-9a33-c1b9416259b0,394bc144-6789-43bb-8e14-eef0c99266cc,2022-11-12 01:26:18,9675.32,INR,withdrawal,in-branch,Best Buy,Miscellaneous,India,Mumbai,False
c282c077-4027-4bf1-849a-f421baf135c1,804c5a0f-5033-4690-8bd4-79676e256189,2023-03-01 18:32:47,9767.99,GBP,withdrawal,in-branch,Best Buy,Electronics,United Kingdom,Manchester,False
0de26ff8-d8e4-4eeb-99b9-876529aa188e,ff521a5e-6a1c-4b0d-9f6e-4cdaf6dceb4d,2023-10-16 21:40:07,12.92,EUR,withdrawal,mobile,Walmart,Miscellaneous,Germany,Cologne,False
b495cb56-1b1f-4702-8cff-ac6191f5192d,747d0cf9-0e99-41a3-bfbf-a272a6f35685,2023-02-11 15:26:17,9060.8,JPY,withdrawal,mobile,Costco,Grocery,Japan,Fukuoka,False
86b06575-74e4-4359-8881-ea9905977199,da8aeafc-8443-4c45-8021-f399036b557b,2024-08-06 17:19:38,5457.95,GBP,withdrawal,in-branch,Costco,Miscellaneous,United Kingdom,Liverpool,True
92280366-7afb-461e-ad6b-333cce366a44,b0c84e7a-7170-451d-9c94-3b597bc97930,2024-03-16 20:51:05,1817.84,JPY,deposit,mobile,Walmart,Clothing,Japan,Sapporo,False
5e95da72-2c7d-41ac-a6b8-a0009d484504,7247b15b-0233-4a7c-8f7c-1ca26cb2b86f,2024-05-23 01:44:31,2260.04,EUR,transfer,online,Costco,Clothing,Germany,Berlin,False
a2011469-7364-489b-b910-a095fad4782c,3cda5b83-06d8-446d-83bb-00dde9b76fa1,2022-10-27 19:12:40,9831.77,GBP,purchase,online,Walmart,Clothing,United Kingdom,Manchester,False
9cfc12c8-af23-4e1b-b784-23f755f3025e,70cdd5da-3d0b-49d6-b6dd-a3161574912c,2023-05-28 07:02:12,5656.64,JPY,transfer,mobile,Best Buy,Electronics,Japan,Fukuoka,False
44e4e16a-d4ef-4143-a28f-62034d39bc8d,3cfb93c3-c4e1-48a4-9b7b-8afcb258d145,2023-11-15 07:23:20,9816.83,EUR,purchase,in-branch,Walmart,Retail,Germany,Munich,False
894377fa-6a7d-4b6e-9129-864b1ab30485,09c05be5-76eb-40d6-90cf-2edd156234b1,2023-08-23 06:17:55,8434.07,JPY,deposit,online,Costco,Grocery,Japan,Sapporo,False
ac020948-3f26-4dc8-875c-6e6f61a5435d,ec3b2919-d39d-437d-847d-a3edf8b90e2d,2023-07-18 17:39:33,1537.19,USD,withdrawal,in-branch,Walmart,Grocery,United States,Phoenix,False
38f6a721-39a2-4bae-a5b8-8785f52add4a,8ac09650-5ad6-420d-b14b-6b0fd92f4b6a,2024-03-04 04:49:50,3392.9,INR,purchase,ATM,Target,Electronics,India,Bangalore,False
35bf4295-925a-4358-a4f3-99fc09473d1c,64f475c2-2d11-4c36-980d-e86578d681dd,2024-05-13 19:43:17,4974.42,GBP,deposit,ATM,Amazon,Miscellaneous,United Kingdom,Manchester,False
de4382ce-334d-422b-8585-2aad3982fbbe,69c15822-f11c-4297-8657-3df11f19e6b4,2023-06-07 18:14:52,1485.81,INR,transfer,mobile,Best Buy,Grocery,India,Hyderabad,False
46ef1018-21ec-41f4-bb52-61382b3aeaf8,1e78bd0a-2272-406d-9561-d0f6cf6004cd,2023-02-24 20:44:17,7295.33,EUR,deposit,ATM,Costco,Retail,Germany,Munich,False
f7167593-c184-4cb4-99ac-12280bd9a83f,16292d1d-885b-49b5-8b65-e87eb3165b2b,2023-10-06 20:46:22,7651.27,JPY,withdrawal,in-branch,Amazon,Grocery,Japan,Sapporo,False
5d47fa04-6562-44e4-b89a-4009557aa28e,a184d213-4b87-4f88-b6dc-4ab3fecf44ce,2023-10-21 14:03:14,4823.87,INR,purchase,in-branch,Best Buy,Electronics,India,Bangalore,False
da04341f-4f8b-4133-8508-15c799917d81,6d883761-3178-4a68-b078-81348946dc6e,2023-09-29 02:09:41,9465.07,JPY,transfer,in-branch,Walmart,Miscellaneous,Japan,Fukuoka,False
1c524a4f-0ad9-4720-a9e1-2fd93996579d,cc3a4341-3f40-4513-957d-3a5982482967,2023-04-24 16:54:14,2891.52,INR,transfer,in-branch,Target,Electronics,India,Delhi,False
f2dbfffb-b0d2-4fdc-8ce6-cab96d8e0796,445258f5-5f85-4767-b29a-bcd8931d9d39,2022-11-10 02:28:58,7619.04,GBP,transfer,ATM,Amazon,Miscellaneous,United Kingdom,Glasgow,False
19655c3c-94c4-48b6-80b0-8bed383f9234,c7324fcb-8eeb-455d-8393-9b002610dc09,2022-12-17 07:30:37,7764.53,INR,transfer,mobile,Amazon,Retail,India,Bangalore,False
911ed6e9-9992-4489-ba56-16ad0b7f6e62,6ed490ea-0a75-4861-98bd-70cd8d92fe26,2024-03-16 12:00:27,5003.08,EUR,deposit,online,Amazon,Grocery,Germany,Berlin,False
a631ae47-d7e9-48d7-9411-049b42bf5d93,679fea31-608a-425c-b00f-35968e768734,2024-01-01 17:43:02,8196.49,GBP,withdrawal,in-branch,Amazon,Electronics,United Kingdom,London,False
506e01c4-7cc0-4c40-bf71-6074035f7fe8,6a1e3f28-a7fe-4cff-9eab-c6952d36d2ae,2023-12-24 22:22:36,3943.55,GBP,withdrawal,mobile,Target,Retail,United Kingdom,London,False
907d74af-fa92-4975-b5fb-46514ce0e600,a53f0904-5f74-45c2-9530-2c5cceda1979,2024-04-18 02:07:28,4904.0,GBP,transfer,in-branch,Target,Grocery,United Kingdom,Glasgow,False
8216be1c-51e0-4f8f-a4af-de1d17f51a76,3b6c06bf-4ca3-403f-b91f-0d3d519ff473,2023-01-20 06:23:12,7074.67,INR,purchase,mobile,Best Buy,Retail,India,Mumbai,False
6c0dafec-11d1-4ef9-89b4-3c9153e1a75e,0a1ba9aa-cda7-4d05-83f9-f231dadefdb2,2024-02-01 14:52:13,6815.18,JPY,transfer,ATM,Amazon,Retail,Japan,Fukuoka,False
ec92f222-751e-45db-8095-dc34e8432967,792622a1-69d7-454b-b800-49f2cce35561,2022-09-17 05:02:24,9214.94,GBP,withdrawal,ATM,Walmart,Retail,United Kingdom,Glasgow,False
0c63a1d4-847b-47b8-a63c-aff33d3b8b20,2f4909ef-8bef-4f37-83c6-f9fae4e1ca00,2024-05-22 22:02:59,7148.67,GBP,purchase,mobile,Walmart,Electronics,United Kingdom,London,False
3b43f296-3321-4fc8-9ad0-a270da206eb6,6514eab8-d43a-45c9-a15d-33dc8592c098,2023-02-10 02:28:47,9715.86,EUR,withdrawal,online,Amazon,Retail,Germany,Munich,False
f90dd350-402f-44a2-9d23-6ca27ea8644f,54b513e6-bafd-4cec-b38d-53d7640cd363,2022-10-10 14:05:09,7486.62,USD,transfer,online,Costco,Retail,United States,New York,False
d8ac7204-0c05-47c4-897f-49562918b659,523eb20a-37c6-490f-ade5-14219c2c9058,2024-05-23 05:27:01,6334.05,JPY,deposit,mobile,Costco,Retail,Japan,Nagoya,False
1f0b9a5c-cf05-4f0e-8093-91dc93f8815a,9e312096-9a60-4bc3-9898-8eec2d237373,2024-04-04 20:09:44,671.0,USD,transfer,mobile,Amazon,Clothing,United States,Phoenix,False
d2bf2a7a-89e6-48a0-9176-424a570bbc52,1a35ea7d-ac01-4f89-9d27-55d3088236e3,2023-02-02 08:09:07,4099.27,USD,deposit,mobile,Costco,Electronics,United States,Phoenix,False
95e05c71-b71f-4c5d-a5eb-470e00efa09f,3800d84f-f099-4a92-9c10-91e925268e57,2023-07-08 22:18:35,7410.92,GBP,deposit,mobile,Costco,Clothing,United Kingdom,Glasgow,False
3e209b39-4eb8-4b19-a298-4bf0c01896e1,c6f08936-6e5e-4f33-854c-0c732b81f90c,2024-05-11 05:14:43,1539.35,JPY,withdrawal,in-branch,Amazon,Retail,Japan,Osaka,False
c258ca23-e3a0-40e0-aebd-52eb11dd098d,29e184b5-a25a-4939-9292-98213de6f4f8,2024-05-22 13:03:37,7465.26,EUR,deposit,online,Walmart,Clothing,Germany,Cologne,False
42331cb9-6ffd-4177-9e63-c43f1f892c54,505c2c86-c3c7-4948-9984-8466b3d5c3b9,2023-11-25 11:05:14,8121.94,JPY,transfer,in-branch,Best Buy,Clothing,Japan,Tokyo,False
cedda241-2adc-4b4b-bd32-765ca890906f,83352595-448c-4fe3-b689-0870aa752fdc,2024-03-24 12:34:25,5224.13,JPY,withdrawal,in-branch,Target,Grocery,Japan,Fukuoka,False
2bf4b629-5af6-4ce7-9858-017653cfffab,6a991a54-cb7c-4495-acc1-a5a5d980d765,2024-05-03 07:05:24,5024.7,USD,deposit,in-branch,Walmart,Grocery,United States,New York,False
a4a3fd20-18bb-4e63-a9fc-a526be4d3fff,282b2622-688f-4e31-a2a7-32a88bc3e08a,2023-09-06 11:47:46,4973.21,JPY,deposit,ATM,Best Buy,Clothing,Japan,Fukuoka,False
3ecc1d41-970c-4865-89d4-627b206707c0,e0b158f6-c85f-4b1a-822c-fe87f9ae9e48,2023-10-20 19:53:13,8704.11,INR,withdrawal,mobile,Best Buy,Retail,India,Delhi,False
ceab4cab-0522-4273-ba63-3d25b4f81883,63188e42-ad87-4465-9046-2261e85b6f92,2023-03-08 06:33:57,5531.11,INR,transfer,ATM,Amazon,Electronics,India,Delhi,False
818c5018-f26a-43ed-bf24-8faa76ef9eef,75f59cfd-6ce4-4b18-b154-3139cd275050,2023-09-11 08:57:06,8172.64,EUR,withdrawal,online,Walmart,Retail,Germany,Munich,False
f4614922-1eb6-45b7-8abe-8cb6db31235b,40bd0f54-dc80-4610-84ee-1e8599d80549,2023-09-17 14:08:55,9890.61,EUR,purchase,in-branch,Amazon,Retail,Germany,Frankfurt,False
1c27fa75-182f-4a36-b262-28ef1ff718f3,0297d4a7-2096-4180-b50d-a3b8f8ce7e29,2023-06-26 21:47:07,2460.49,JPY,withdrawal,in-branch,Walmart,Electronics,Japan,Fukuoka,False
ac952f5e-5d12-4798-a0dc-66aed2a0c18f,ab26970c-c4ae-49dc-b0c9-6e760b19a0d7,2022-11-01 03:54:53,6893.11,JPY,purchase,online,Best Buy,Grocery,Japan,Osaka,False
8070efc7-3e3c-4181-8b4f-23a79e35f182,bebad156-b499-435a-a099-80b553eabae6,2022-12-22 07:11:29,2819.79,USD,withdrawal,in-branch,Costco,Retail,United States,New York,False
b090622c-71e4-4efa-92aa-ba7f46204f91,4df77131-5ef8-41dd-85e9-4388454c2b04,2024-06-20 14:56:30,1322.79,JPY,withdrawal,in-branch,Target,Grocery,Japan,Osaka,False
ab073f61-58c9-4aea-8609-39863d4dd633,f3850278-2da7-47fb-8206-4acd88984f1d,2022-10-27 03:18:22,7930.09,EUR,deposit,mobile,Costco,Grocery,Germany,Frankfurt,False
f4d6a8b8-3e29-478d-afd8-4870f9e1218b,69c15822-f11c-4297-8657-3df11f19e6b4,2024-08-08 18:15:39,1987.3,INR,deposit,online,Best Buy,Retail,India,Hyderabad,False
94dc4880-27e6-4e64-a703-d850adfc90fe,bc6f4b94-0335-4822-9f49-db2405ce4b7e,2023-11-15 04:08:48,598.69,GBP,withdrawal,online,Costco,Grocery,United Kingdom,Glasgow,False
dfc0e9e0-b9e9-4cf8-8aae-b439614d52ba,036ce1ac-faf3-4023-83af-9d341a31e2d7,2023-01-10 05:31:21,7674.73,EUR,transfer,mobile,Target,Clothing,Germany,Berlin,False
06a2b9a7-23c1-4961-b620-2e2d63dd4ffb,88f694de-63e8-46e3-ab17-56c9bca6e266,2023-05-05 11:49:58,3335.7,USD,transfer,online,Best Buy,Miscellaneous,United States,Houston,False
1b779450-c390-4ef8-8679-db8c9fad4ffb,0d2e89e7-bff4-40f8-840e-1ed222f8f747,2023-09-03 21:40:57,989.44,EUR,transfer,ATM,Target,Electronics,Germany,Frankfurt,False
e5be8d1c-51a9-43fd-b3e7-b236e394c0d6,10e8e427-fca5-46c8-afd7-2ec96ec41686,2023-04-24 13:43:00,8730.09,JPY,transfer,online,Costco,Miscellaneous,Japan,Sapporo,False
e47e4888-5c61-4588-b566-c0e1034fd075,009971aa-7190-4fe2-87c7-a6baa50ead6e,2024-03-02 08:58:37,645.61,USD,deposit,ATM,Costco,Clothing,United States,Los Angeles,False
0c91d162-adbf-4659-a267-890c3fe75575,fb0ab0a6-a093-42fd-93f6-3d06ff7cf7e3,2023-07-31 16:54:20,9282.05,JPY,purchase,mobile,Amazon,Miscellaneous,Japan,Tokyo,False
6496328b-4b8f-4c9a-bbbc-606fa6c7d965,df88e06d-691a-4419-9e06-dcc9fc816269,2024-01-27 19:45:14,5260.77,USD,deposit,mobile,Best Buy,Grocery,United States,Houston,False
6753a3b4-cf20-459a-a145-a12f2b85e193,8ac09650-5ad6-420d-b14b-6b0fd92f4b6a,2023-07-30 13:13:14,3209.1,INR,withdrawal,in-branch,Costco,Electronics,India,Delhi,False
1a524516-1210-45e8-ae26-7ad7367dd6d8,d9c9b13f-2750-44b5-8014-3a9404ddcedc,2023-11-29 09:12:50,3473.16,EUR,purchase,online,Best Buy,Miscellaneous,Germany,Frankfurt,False
7b25c318-d4e8-46e8-aa04-72bccdfb909e,d8106401-f27a-46d1-95c7-30544d44b8e1,2023-11-22 23:35:50,123.98,EUR,withdrawal,in-branch,Walmart,Clothing,Germany,Munich,False
b35647e6-8f72-44df-8b0c-efccaac2270f,79a03b9d-49ef-4229-a00c-67f4c63bdb21,2023-08-27 18:36:59,8452.7,JPY,transfer,in-branch,Costco,Clothing,Japan,Sapporo,False
48242c80-90f5-493e-9007-4b5ed7fc8cc6,51b22324-4477-4af0-b230-5091639fea04,2023-03-18 03:02:37,4039.36,EUR,withdrawal,online,Costco,Miscellaneous,Germany,Hamburg,False
e4145905-7693-4231-afac-a5fd91b5914e,804ca463-0906-490d-acb2-89dd924bba4d,2023-07-12 15:04:37,1893.63,JPY,purchase,ATM,Target,Clothing,Japan,Osaka,False
d2bb7486-299f-4333-b9e7-f4b1f50bc78b,6b3ba46e-4eba-4062-9dc1-f75051324fb7,2024-05-11 16:54:09,4349.33,EUR,withdrawal,online,Best Buy,Miscellaneous,Germany,Hamburg,False
d9699a64-28d0-42b2-b1b5-b62b3232bc2b,c5808bac-d1c8-44e1-9d09-6a72ff6b83ca,2023-07-25 01:42:02,4690.73,JPY,deposit,in-branch,Amazon,Electronics,Japan,Tokyo,False
df6dec97-b33c-4df3-acd3-00ded376dedb,c0b62c68-fe1b-4f41-9750-e71a54b86c04,2022-11-05 17:43:48,395.44,JPY,deposit,ATM,Best Buy,Grocery,Japan,Tokyo,False
