account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
3e41f3da-fec8-4e4a-b23a-5658a7715d49,f8b616d3-9544-4e40-952d-883a479a0b29,checking,active,2022-07-03,53364.76,USD,0.0
6a378c99-7cb0-4ce6-aad9-9e94ed249f7b,3e5db2ad-6571-483f-b339-3e3e6fb4d678,savings,dormant,2024-01-14,98010.73,GBP,0.0
027b9637-e802-44e8-b3ba-d1f52d141f32,3e5db2ad-6571-483f-b339-3e3e6fb4d678,loan,closed,2023-01-27,36372.91,GBP,0.0
9a8e6ed1-3488-45cf-a18b-1839051e8831,3e5db2ad-6571-483f-b339-3e3e6fb4d678,checking,dormant,2022-02-15,96337.9,GBP,0.0
7f4dc59f-ea8f-4f48-bbfe-349b7f68430c,061c389d-98c0-41f7-9105-5a7c36e6c1f7,credit card,dormant,2023-02-09,36915.32,USD,41402.71
d9ff5067-3a21-450b-af3c-267c3f238532,7fd9cbae-27e3-4a97-b480-fe3beb1cb558,loan,closed,2019-11-24,39252.16,USD,0.0
09f28215-68b5-4460-9e0e-6aee6418fd21,7fd9cbae-27e3-4a97-b480-fe3beb1cb558,savings,dormant,2024-02-28,91687.97,USD,0.0
56d33e47-74d7-46e6-958c-c40b7491e4a2,921294e9-476f-4063-ad9e-71930502ce7c,checking,dormant,2018-04-26,11831.56,JPY,0.0
8f56bb16-fb03-4744-bed3-13ffe817aa90,921294e9-476f-4063-ad9e-71930502ce7c,checking,closed,2021-06-27,92511.04,JPY,0.0
633eb0ea-1e0c-4025-b176-9d97f05b4ad8,921294e9-476f-4063-ad9e-71930502ce7c,loan,closed,2023-03-11,74383.46,JPY,0.0
f981d491-2ce9-42ff-82d9-19e95ba74d0c,f3ed0ee1-2f6b-4010-8e09-d504b3017c90,savings,active,2021-01-10,23098.81,JPY,0.0
88de522d-d5b3-4883-8e20-5bb42296ba1d,f3ed0ee1-2f6b-4010-8e09-d504b3017c90,checking,closed,2021-08-05,55270.98,JPY,0.0
2aa181f1-c670-4a85-91b2-a63d70f56f61,f3ed0ee1-2f6b-4010-8e09-d504b3017c90,savings,active,2020-04-23,86038.05,JPY,0.0
fa84af3a-6885-4a71-ae90-88dba43285f1,fcb5b0b3-33a5-45b9-b528-3511676b20bb,loan,dormant,2018-12-06,35375.58,USD,0.0
49462374-23d9-4b3c-a101-78381834ac4e,fcb5b0b3-33a5-45b9-b528-3511676b20bb,credit card,active,2023-03-24,3073.11,USD,46872.14
4b7ed148-f124-4d34-a0c6-13b9c79bb335,fcb5b0b3-33a5-45b9-b528-3511676b20bb,checking,active,2023-07-11,7540.79,USD,0.0
677a717c-53e7-4e78-a62c-83e1ff749432,89999184-2132-40de-9843-bf4c3b25a927,loan,dormant,2024-03-11,44943.58,EUR,0.0
74ec75c0-a9eb-4549-a1e9-ae98af04bb54,89999184-2132-40de-9843-bf4c3b25a927,checking,dormant,2024-03-11,9181.68,EUR,0.0
fee4ff39-8a60-4376-9ab8-dc10fc753ef7,aaae0228-d2e4-4a34-b09c-f3a41f4b0d93,checking,active,2023-02-23,97688.65,JPY,0.0
a6df41c6-a3bc-46d3-be1e-fd9e3cd26dcb,bc617c46-6a7c-491f-850f-e61734e68405,checking,dormant,2021-07-30,95142.25,INR,0.0
d0ca7d81-9a9b-44f2-b1bd-97577f2d73ca,bc617c46-6a7c-491f-850f-e61734e68405,loan,closed,2024-07-25,29162.09,INR,0.0
dfa8edd8-eab3-4dc2-bcd3-ae02bbfe68c3,577deb9c-cc66-48f7-a18d-9b614b80ef15,checking,closed,2022-03-19,57412.52,GBP,0.0
70fd109c-7c98-45f3-b30c-96feb99ee387,577deb9c-cc66-48f7-a18d-9b614b80ef15,checking,active,2017-05-02,38056.8,GBP,0.0
383dfb9e-8a25-4a34-aad0-a58a6201b1bc,577deb9c-cc66-48f7-a18d-9b614b80ef15,credit card,closed,2023-06-30,5497.87,GBP,2933.43
d32b1382-d8b9-4fd5-b258-8fbc47348893,85b8f344-e028-4983-9b12-82a779eb1037,loan,active,2024-01-23,97411.96,USD,0.0
12bde0b2-b943-4e17-8321-740082ba5107,85b8f344-e028-4983-9b12-82a779eb1037,checking,dormant,2022-03-27,2198.6,USD,0.0
f6024581-6c2b-4bf5-90c5-5181ee073fa7,f107e358-7d08-4349-b890-754d9cc3ba8a,checking,closed,2024-03-25,52050.34,USD,0.0
11d77575-112d-4a38-b890-d2185265bc45,f107e358-7d08-4349-b890-754d9cc3ba8a,credit card,closed,2024-01-15,2194.46,USD,46645.75
6ee1ccb2-b3ae-400b-9baa-543b7882997b,f107e358-7d08-4349-b890-754d9cc3ba8a,credit card,active,2024-02-08,57285.27,USD,30588.65
244f3113-f071-44af-9e75-d9dd1a6b3b61,261b0ba3-4ab6-48b3-ad97-5df4089ee46b,savings,closed,2023-05-12,60663.67,INR,0.0
2e0a9cf1-2042-4e6d-bf9f-ca904a89f0f5,261b0ba3-4ab6-48b3-ad97-5df4089ee46b,checking,dormant,2022-03-07,34818.63,INR,0.0
12aa6039-9edb-49be-b967-02726c59fac3,04ac51d8-a439-4ac5-8703-54421e1c6171,checking,active,2022-04-28,83367.16,JPY,0.0
b890d3ab-18dc-4c12-94f6-a26da9f64fb3,04ac51d8-a439-4ac5-8703-54421e1c6171,credit card,dormant,2024-02-16,56748.48,JPY,25144.18
5c9510cf-36fa-4262-ab19-8114159961a1,e69e013f-71a8-4074-b94a-2f6d5f3acb7d,checking,closed,2022-07-28,49111.3,INR,0.0
e20021e2-3196-49c5-87e0-394176a43241,e69e013f-71a8-4074-b94a-2f6d5f3acb7d,savings,closed,2022-11-06,46461.26,INR,0.0
9b33a474-d3d3-42b2-bedc-922e6796ac2e,e69e013f-71a8-4074-b94a-2f6d5f3acb7d,checking,dormant,2021-03-07,37967.38,INR,0.0
ff37fdf8-505f-4f1d-b452-783feb1158d0,92b26cca-6701-4d16-9dcd-5d5d91c9f3aa,savings,closed,2022-12-14,98209.17,EUR,0.0
247315ca-95e3-40e4-b424-c9c26862568b,0446c0fb-6cf1-437f-bced-4f893e456c61,credit card,active,2022-04-16,24320.44,INR,26713.87
6326169a-6afb-4c8a-84aa-b9503ce09d26,bc431195-81fc-4c05-83c7-6a2f66630764,credit card,dormant,2018-01-18,69653.66,USD,11916.84
29627c3f-88dd-4dad-85df-b70bfc58a762,bc431195-81fc-4c05-83c7-6a2f66630764,checking,dormant,2022-12-09,20433.88,USD,0.0
2ecdabe6-b7c6-4285-8118-6824260be17c,bc431195-81fc-4c05-83c7-6a2f66630764,checking,dormant,2019-11-05,90295.9,USD,0.0
38b4d5b4-bf63-4f81-aa8c-af9592cd9d2b,6116e4ae-d4ca-458b-b115-8b7af46a6082,checking,closed,2023-07-02,74964.56,EUR,0.0
8dc0574c-8270-465f-99fb-a08d059a0584,6116e4ae-d4ca-458b-b115-8b7af46a6082,savings,active,2024-01-03,8177.99,EUR,0.0
d199546f-84aa-4d6a-a830-5cdf7968ba00,6116e4ae-d4ca-458b-b115-8b7af46a6082,loan,closed,2023-02-12,22114.7,EUR,0.0
73432733-b397-46f7-99e9-99916836ae20,da8aeafc-8443-4c45-8021-f399036b557b,savings,active,2023-06-10,79474.53,GBP,0.0
63fed19d-919b-4fbd-b77d-e6918e4b25f5,da8aeafc-8443-4c45-8021-f399036b557b,loan,closed,2020-11-06,6755.58,GBP,0.0
06d28972-7089-45f6-9944-37c70885732b,d998be4d-fdba-4d85-958a-b4ee69ebf88b,savings,closed,2023-04-17,48441.49,JPY,0.0
78be62e3-e950-460c-be28-cc1d791fe7b3,5b129c9e-943b-4961-b7d3-fc8c9369a010,savings,active,2023-06-08,54393.45,EUR,0.0
e9054b89-3b2e-42dc-891e-ae1f022a5b4f,5b129c9e-943b-4961-b7d3-fc8c9369a010,credit card,dormant,2021-12-12,20682.75,EUR,25747.58
95c8a6d2-1e1e-4622-b553-5c6ecd0f3802,5b129c9e-943b-4961-b7d3-fc8c9369a010,credit card,active,2023-03-29,7548.12,EUR,19481.86
c40770d2-fb70-4a67-817d-93712574e79b,9e959379-06af-4c74-8239-3260d44e5889,savings,closed,2017-10-02,56972.82,JPY,0.0
9b997a7c-b55a-4a5f-80f3-310dbf241779,9e959379-06af-4c74-8239-3260d44e5889,savings,active,2021-09-21,12396.51,JPY,0.0
e9be35ea-b974-458f-ae37-506166d8c777,77ce562d-c301-492a-bd9f-1e568bd18785,savings,active,2021-03-23,54159.74,EUR,0.0
55324542-46e6-4849-a612-b42baa13d859,93d53274-dab6-497b-bbe6-cafb57a841f3,credit card,active,2022-02-26,71238.32,GBP,22161.58
23a0af44-c2db-47fc-8836-8fce23f8eeda,93d53274-dab6-497b-bbe6-cafb57a841f3,checking,dormant,2022-07-11,20346.04,GBP,0.0
feb2c1c0-a340-41aa-8ba7-dfb7d90033ed,93d53274-dab6-497b-bbe6-cafb57a841f3,checking,closed,2023-05-14,55027.32,GBP,0.0
27e17ae7-123a-4649-8b0c-740e66bf5903,2edca212-a52f-4df2-99ab-40df3603d8b2,savings,dormant,2019-09-25,15783.87,GBP,0.0
79215442-311e-4414-83d8-46be68c9e43c,2edca212-a52f-4df2-99ab-40df3603d8b2,loan,dormant,2022-12-01,25481.65,GBP,0.0
0f8683f5-f798-43d8-99e5-9670f626dd39,10d3ff77-e346-4021-b3e1-d5bea6b5b799,loan,closed,2022-11-15,9003.41,JPY,0.0
a05014d3-1197-40df-a192-0ef6b17d7373,10d3ff77-e346-4021-b3e1-d5bea6b5b799,savings,active,2021-07-28,6779.49,JPY,0.0
e1852d95-ccf1-4f9b-be66-da404af6d7aa,465f1f72-e11b-4c98-9791-ce0d52180fac,checking,active,2016-03-08,90487.56,INR,0.0
afed6595-82e2-4940-980d-33368a43e97a,465f1f72-e11b-4c98-9791-ce0d52180fac,loan,active,2021-01-01,42872.9,INR,0.0
a60634b9-e568-44ee-9c4e-24c1a73c1c57,1dfeb08a-2993-4a3f-91de-d59b496416e7,credit card,closed,2024-04-21,61148.45,USD,18273.25
d2a7b4a7-50bb-494f-83dd-771a3f603493,1dfeb08a-2993-4a3f-91de-d59b496416e7,credit card,closed,2022-08-03,31775.45,USD,20813.76
7b18837b-2989-4f94-9301-1484ae79d7a3,405a0126-fcb9-4b65-9af9-92b63b6b2b45,credit card,dormant,2017-09-12,61648.8,INR,36180.9
4335eb2c-4ad3-40a4-ab75-a2e373813bec,328ea2ac-98be-425c-8183-60801b709ed3,savings,closed,2023-07-25,14627.27,EUR,0.0
492b7467-b05f-4a02-8209-b09dc7489930,328ea2ac-98be-425c-8183-60801b709ed3,loan,active,2023-10-01,46365.33,EUR,0.0
04565ba9-a974-46eb-b693-2160851710a1,de36f427-2e13-45bd-a54c-36952b23dc80,loan,dormant,2018-11-06,28404.91,EUR,0.0
971f2014-544f-43d5-bd6c-64a70ea42c31,64871ef5-a2b1-4f04-8ce4-0100b6bf169a,credit card,active,2024-01-08,33461.82,USD,44217.05
e7ee3e6f-1fff-4846-adf4-b7e2377a2c2d,64871ef5-a2b1-4f04-8ce4-0100b6bf169a,loan,active,2024-02-17,80162.79,USD,0.0
8327b308-f366-4138-bd89-8f7011402bea,64871ef5-a2b1-4f04-8ce4-0100b6bf169a,checking,closed,2024-04-20,8649.58,USD,0.0
2ae4347a-231c-4a41-9702-66ca8ab1e018,041d2def-4494-499b-a240-8233b3656494,loan,dormant,2022-12-07,33258.4,USD,0.0
e153d504-bc2e-41d2-87d7-8b17b74d865e,846c6ac1-4eac-480f-92f3-2ec8290ef088,checking,closed,2024-04-23,43952.75,USD,0.0
f8fb1f30-dc0d-4266-bf85-749fbe5bf39e,846c6ac1-4eac-480f-92f3-2ec8290ef088,checking,dormant,2022-07-20,16517.36,USD,0.0
8a7a9e3c-5da4-4ae6-89b4-65d033c6226d,846c6ac1-4eac-480f-92f3-2ec8290ef088,savings,closed,2023-10-13,52564.24,USD,0.0
3298e16e-6252-4a7d-8a59-6eea41bc5f52,17ed005c-04de-4924-ae73-bcd8d991583d,savings,dormant,2024-04-03,53932.22,GBP,0.0
9261b825-751c-4536-875c-a22cda769bff,17ed005c-04de-4924-ae73-bcd8d991583d,checking,dormant,2023-05-15,7808.59,GBP,0.0
f953bc73-e695-48a6-97a0-04a0261da651,17ed005c-04de-4924-ae73-bcd8d991583d,loan,active,2024-01-18,52957.48,GBP,0.0
a67eee00-2573-4d33-a592-84bd30d508eb,69e42367-064c-4ed7-b3d7-40b1396655e6,loan,active,2023-06-15,21539.61,INR,0.0
e5b8fc37-38a7-4e32-9888-bf0395390a9e,69e42367-064c-4ed7-b3d7-40b1396655e6,credit card,closed,2024-06-10,80704.52,INR,41006.03
d89c27f0-af56-4b74-b210-301632aed53b,46d7c3d0-41ae-47ea-8f55-82b433fb3740,savings,dormant,2018-10-11,63522.06,EUR,0.0
bd6415d5-bfdf-4e6e-927c-5bc88bd60e8f,46d7c3d0-41ae-47ea-8f55-82b433fb3740,loan,active,2022-01-14,33082.96,EUR,0.0
34e03fca-98c4-4b1b-a41f-c5f1c3277f55,1ceaa33a-f0df-4b87-97fd-71d793ef30cf,checking,active,2024-04-04,41409.43,USD,0.0
73f42efa-b8b8-4de8-ad9b-b1112ecbaf74,1ceaa33a-f0df-4b87-97fd-71d793ef30cf,credit card,active,2024-07-19,39388.16,USD,41988.05
8fada2e4-cef6-4ac5-a946-5bd9c5cab096,1ceaa33a-f0df-4b87-97fd-71d793ef30cf,credit card,active,2024-07-10,1113.8,USD,44589.56
ec878ed6-33e9-4517-a894-c76460144360,bc9e8c79-0de3-4fb7-8ce5-30ea3c99ce4a,credit card,dormant,2016-11-03,54341.13,USD,24681.76
01b9ba2c-6113-4d99-882a-5098de4ccd67,0c9b6f70-4b4c-4308-86fd-2707620967e0,loan,active,2022-09-28,49350.4,INR,0.0
385d5391-aaf4-4648-a04b-402772cbe386,0c9b6f70-4b4c-4308-86fd-2707620967e0,credit card,active,2023-02-22,13626.13,INR,10319.39
4d8f7dd7-a568-4e56-b875-da74ade181b8,0c9b6f70-4b4c-4308-86fd-2707620967e0,checking,dormant,2023-08-23,25605.23,INR,0.0
276f1360-af93-4950-a653-dfc0c37faa86,15871a85-cfd9-4de0-a05c-d8a088d05f08,checking,closed,2023-11-14,18464.46,INR,0.0
96a8a09f-1764-4855-81cf-619d2e4015b0,01a897b5-06fd-493d-b1bb-ec8a3e276efc,checking,active,2020-03-26,85024.37,USD,0.0
5e1b8805-094c-4c74-bb22-05c030489d8b,f671909c-9ff0-4782-94f2-caa7488bed95,checking,active,2022-11-28,30548.27,USD,0.0
ae94a5ac-f026-4f43-b07c-eb97620f369b,f671909c-9ff0-4782-94f2-caa7488bed95,credit card,closed,2022-05-17,89514.42,USD,39269.82
d2cd5526-5c07-49c2-81b0-063c92821190,f671909c-9ff0-4782-94f2-caa7488bed95,loan,closed,2022-07-20,15973.05,USD,0.0
bb87f8ad-79fb-4305-8d02-68e13f5ad7ad,f607cb3b-2bdc-4b0d-90ea-c13683827a91,checking,active,2024-06-02,58284.69,EUR,0.0
46936101-d437-447b-b109-a3151fa55f5e,f607cb3b-2bdc-4b0d-90ea-c13683827a91,credit card,dormant,2021-12-14,54668.74,EUR,3609.89
2efa60e4-dc4e-4a45-aa80-cdda909de42c,a16a7dad-7d13-4296-a90b-0b893433ffce,credit card,closed,2022-05-13,95622.46,INR,1151.59
db5a4d86-917e-48e6-883e-47fc00352440,a16a7dad-7d13-4296-a90b-0b893433ffce,loan,active,2023-05-24,40029.12,INR,0.0
ea026dc5-e82c-4f61-a54c-8531f5ad377e,a16a7dad-7d13-4296-a90b-0b893433ffce,credit card,active,2023-12-30,15264.79,INR,25650.6
e8c47545-98a7-44c0-9968-6bb0d4d917cc,ebeda860-b079-464e-bcae-80b5fed4521b,savings,active,2021-03-21,16408.14,INR,0.0
bbe15a3b-86ba-4318-a7f2-64582063e3d5,ebeda860-b079-464e-bcae-80b5fed4521b,credit card,dormant,2023-04-05,423.74,INR,39220.24
6abf541f-842b-4336-9a1c-3d31b4e93451,a184d213-4b87-4f88-b6dc-4ab3fecf44ce,savings,dormant,2023-08-20,532.18,INR,0.0
af2bcf4e-f2cd-458a-a18c-ea6d7a1bb433,661835c3-3793-4ce1-a234-9a3009a1e47b,credit card,dormant,2020-09-09,57400.04,GBP,43095.52
f4025fc9-07b3-4713-9e49-66666c7bc07b,661835c3-3793-4ce1-a234-9a3009a1e47b,loan,active,2020-04-23,81926.35,GBP,0.0
b0437bdf-edd7-4a44-b761-a87c4543cfe2,694961d1-3551-482d-9ceb-8e20c81c2e90,credit card,dormant,2024-07-18,75191.36,INR,20986.97
31e6183f-4b6b-425f-b235-abb8db9a4609,694961d1-3551-482d-9ceb-8e20c81c2e90,checking,active,2024-07-11,14599.33,INR,0.0
5b6a57c4-ca6d-49e8-bd2c-63fb0411e715,08e21b61-226f-4898-a407-2ba53ed38f83,credit card,closed,2024-07-28,23820.81,EUR,18150.58
0d02ad02-9fdd-4cd1-ad82-730629ca450f,08e21b61-226f-4898-a407-2ba53ed38f83,credit card,closed,2023-11-12,73237.51,EUR,29828.59
ef3926a5-4350-46cb-a2e3-10d7c5c257bc,86e1dfac-23f0-40b7-b394-229246f12de2,checking,closed,2022-11-06,92990.37,JPY,0.0
c0e8ff44-c626-4f1f-933a-dcd89c1aea3a,0708893d-3bdf-473f-a3a7-62df86b42136,checking,active,2022-07-08,65348.63,JPY,0.0
19460771-45a7-4447-b2fe-94953dfe1324,0708893d-3bdf-473f-a3a7-62df86b42136,checking,active,2017-12-18,3893.18,JPY,0.0
6029f5f3-74ef-4653-afa2-a7669f7a259c,0708893d-3bdf-473f-a3a7-62df86b42136,savings,closed,2016-10-31,65694.75,JPY,0.0
16cbdc0c-2c78-4168-8ab3-256241f90699,720ad0f1-8151-4782-94b6-318daeca3779,credit card,closed,2021-05-23,46424.16,GBP,38191.96
5a1eef43-7aca-4ca7-a9fa-a7f455f6bddb,e39c76ef-733f-46ea-8199-fab408e78dac,loan,closed,2024-08-06,43702.97,EUR,0.0
55a1e8d3-cd34-47d7-b061-fb762eb23f30,e39c76ef-733f-46ea-8199-fab408e78dac,credit card,dormant,2024-08-02,94053.36,EUR,13166.66
9de31842-c47b-4a02-90ce-a97d9d723603,a6fc987e-8ae2-4c6b-aa61-896193d840e3,checking,dormant,2017-11-04,42620.57,INR,0.0
a013c1a7-de27-4fec-8c30-43097750025c,a6fc987e-8ae2-4c6b-aa61-896193d840e3,checking,closed,2023-05-04,32255.65,INR,0.0
4ec9562f-e162-4e69-a2fc-953068b0fdb4,492b179e-3fec-4217-8c9f-0017dc513369,checking,dormant,2022-09-22,86659.06,INR,0.0
55f43573-40da-4269-8889-73321c960937,492b179e-3fec-4217-8c9f-0017dc513369,checking,active,2022-03-21,96527.32,INR,0.0
2b1a51f0-7ed4-42cf-b851-6f603c1f7d50,6d883761-3178-4a68-b078-81348946dc6e,credit card,dormant,2024-05-22,12077.95,JPY,36774.67
dc0363b0-3882-4bfa-b7b6-89ca58fd2cb6,6d883761-3178-4a68-b078-81348946dc6e,credit card,dormant,2022-07-26,30751.49,JPY,44966.13
8bcf6ebe-3af9-4393-89ee-b406660cef54,6d883761-3178-4a68-b078-81348946dc6e,savings,closed,2023-01-19,57394.37,JPY,0.0
60275ec9-1c9c-4bdc-9421-b5f6b3a84cff,1a35ea7d-ac01-4f89-9d27-55d3088236e3,checking,active,2020-11-11,47913.0,USD,0.0
7bc6d796-3951-42cf-ad66-b417a6f30b89,95136ee6-855d-46e2-ab1a-171376700271,loan,dormant,2024-04-06,16023.12,INR,0.0
97e7fc6d-0bff-4947-8e83-293731000b8d,95136ee6-855d-46e2-ab1a-171376700271,savings,dormant,2023-03-24,76517.38,INR,0.0
4283ad35-7156-4afd-9050-3235c74fa3ee,95136ee6-855d-46e2-ab1a-171376700271,credit card,active,2024-07-26,31783.69,INR,47217.54
e602f817-ac74-4b9a-a435-6c557bbe8782,e114c364-5591-4600-b39e-0bd3e2e8f1ec,credit card,closed,2024-07-05,60939.84,GBP,7756.64
cc8f5b22-c90d-4387-94e6-fe7da2a9f160,230dbb6a-f36d-478b-b93b-1bd009ac55d0,savings,active,2023-02-18,73219.19,USD,0.0
5e757668-8488-4a86-a64d-5d1041714809,230dbb6a-f36d-478b-b93b-1bd009ac55d0,loan,active,2023-09-04,14347.11,USD,0.0
ff1245c0-f3ce-41d4-9cdf-8667715f475f,fa042157-1201-4253-9b00-31be3e9f78d4,loan,closed,2022-11-04,74270.46,GBP,0.0
78b2191d-d680-408b-87d1-63837a4e6026,fa042157-1201-4253-9b00-31be3e9f78d4,credit card,closed,2018-01-04,19979.77,GBP,32947.44
ed0d6614-13bf-472e-828b-9396ff32f598,fa042157-1201-4253-9b00-31be3e9f78d4,credit card,closed,2023-03-08,79886.21,GBP,41278.68
64351e45-c02f-441a-a79c-b3debfc3ceba,7b2ca57e-c5d6-438c-8e18-ff32c9e124a4,savings,dormant,2022-10-19,68113.28,GBP,0.0
3cd2ca41-271d-453c-aad4-23843a02e8d5,7b2ca57e-c5d6-438c-8e18-ff32c9e124a4,checking,dormant,2022-12-02,97177.61,GBP,0.0
e1272fcf-f847-49c0-bd86-d2e9631ac1ef,7b2ca57e-c5d6-438c-8e18-ff32c9e124a4,checking,active,2023-06-04,99278.27,GBP,0.0
cb082a8b-2f18-482a-b27a-e414cd714075,23f36215-f902-48fe-853e-b3287a1cb4bf,loan,active,2022-07-06,68109.81,EUR,0.0
e36b08e5-6a4c-46f3-8919-4f6f861ce7bc,23f36215-f902-48fe-853e-b3287a1cb4bf,savings,closed,2018-03-24,25599.58,EUR,0.0
858d35a7-c937-4d3c-a5c2-0b3cfa51aee8,23f36215-f902-48fe-853e-b3287a1cb4bf,savings,active,2020-01-29,3145.14,EUR,0.0
e9374156-0930-4c34-ac23-d4ef38e5540d,644dbeb3-6baa-46a0-ba32-f1a078281781,checking,dormant,2019-05-19,41518.55,JPY,0.0
adaac5f5-3db7-4673-ab4c-590d4822a925,644dbeb3-6baa-46a0-ba32-f1a078281781,savings,closed,2023-08-02,43331.43,JPY,0.0
32027a34-746e-4565-9f6b-a8c72ebb3b29,644dbeb3-6baa-46a0-ba32-f1a078281781,checking,closed,2016-08-03,24835.73,JPY,0.0
ac901ae1-8431-498e-b84a-a0b45403bf47,0f003b9f-9a6f-42ec-b828-b47e42c8cd60,savings,closed,2024-07-05,56384.23,USD,0.0
9165c483-8c47-4025-a76f-be8dae2680bb,b13f445c-8b96-410d-953c-8353b5fb255f,credit card,active,2021-09-03,2019.21,INR,4018.21
5dcbec3d-47a9-4d9a-a605-608b005ae959,b13f445c-8b96-410d-953c-8353b5fb255f,savings,closed,2021-10-11,2614.68,INR,0.0
93c04c78-46bd-4fcf-8420-11f4515ec81b,22173f57-b4a9-49ec-95f3-3752109f7bb6,loan,active,2024-08-06,45842.1,USD,0.0
26fc1a79-a7c5-4336-b717-c27c658661e5,3f9db2fb-32b3-4ae1-8507-ae198828694e,checking,closed,2024-05-25,50978.42,GBP,0.0
e49fff1f-39ed-402a-a7ba-6b19f56cbda2,00dfb860-9b30-43c6-a914-553973c4dc6b,savings,active,2023-07-31,1859.36,GBP,0.0
122fd0d9-d5ea-45fb-948b-eed935e26c3e,d677af25-a4f0-4b0a-a40a-f91ebaa008e8,savings,active,2024-08-07,75964.13,JPY,0.0
52d4c6a9-ac41-4d8e-8e30-ef9d1324a994,c5de2535-75a8-4abd-8b49-f07af1e7968e,checking,active,2020-09-17,14337.0,INR,0.0
416ad1ec-e759-4a36-8cd9-62a1436f719a,c5de2535-75a8-4abd-8b49-f07af1e7968e,credit card,active,2021-05-29,73458.45,INR,32675.64
865b0dac-a33d-4a01-a31f-cf73bb463848,c5de2535-75a8-4abd-8b49-f07af1e7968e,savings,dormant,2023-08-18,64455.4,INR,0.0
68db8075-b38f-45d5-af7e-b61458b9b5e6,5642069d-532d-4ad5-8221-7980c8f26b6e,loan,active,2023-12-02,23748.12,GBP,0.0
46b4d322-5a39-485c-8e4f-a16d9049f27f,5642069d-532d-4ad5-8221-7980c8f26b6e,savings,closed,2024-08-12,60514.77,GBP,0.0
1f863e9b-eef8-403a-bc78-c3957c1f7085,5642069d-532d-4ad5-8221-7980c8f26b6e,checking,dormant,2024-06-19,32190.98,GBP,0.0
5ec3128d-4666-417a-bf4b-a26144336df9,ee23318e-12e6-46f2-8e3c-239d44e93bc7,loan,active,2019-10-07,38188.04,INR,0.0
eba9420a-74ba-4732-85c9-93a583013081,ee23318e-12e6-46f2-8e3c-239d44e93bc7,loan,active,2022-03-03,15265.81,INR,0.0
0ae7fae6-ba64-459b-9091-0fa341447ead,9d7f84eb-9a82-45c8-9dfb-f47aad54a6af,credit card,dormant,2017-01-19,15964.99,GBP,9927.98
3719148d-3511-4ee2-a9d4-01dae99ae0e8,9d7f84eb-9a82-45c8-9dfb-f47aad54a6af,loan,closed,2021-12-12,45120.2,GBP,0.0
577c28b7-6d48-403e-893c-0a6e06342b65,1c25abc3-fc18-4964-aa88-3e58677b6638,checking,closed,2022-06-06,68295.06,GBP,0.0
f9218d48-1756-4c9a-ac0e-53aeb8f1fa8b,bb846d05-ab80-4445-aa10-aeaec12ec57f,credit card,closed,2024-06-02,51989.62,INR,16693.16
19dff819-0e1d-46f3-8e5b-b1a3154e4435,07b6da3f-78db-471e-b7ad-37d0515e8108,savings,active,2016-02-16,74371.29,JPY,0.0
0af99f6e-f30a-445c-9dc8-386e05758815,07b6da3f-78db-471e-b7ad-37d0515e8108,checking,closed,2018-01-18,52278.36,JPY,0.0
00fdbb4c-4847-4dee-a856-155ba08a12ca,07b6da3f-78db-471e-b7ad-37d0515e8108,savings,active,2016-01-20,29156.74,JPY,0.0
